ID;Nom;Categorie;Photo;Reference;EstDansCarte;Remarque;Sync_Prix;EstCocktail;Quantite;ID_VERRE;DateCreation;estBrochette;Ref_Lettre;Ref_Chiffre;Ref_DerniereLettre
1277;Noel de battard;bonheur en concentré;0x;U13;1;verre monster ;15;1;75;7;;1;U;13;
1278;Tortue geniale;bonheur en concentré;0x;U14;1;Weizenbeermixz2t(u14): 10cl+5 mix tgv+limonade +nenette ;13;1;75;7;;1;U;14;
1279;Maman du sifflo;bulles;0x;G55;1;verre fist/10 mix Z2s(b86)+diabolo+mousseux+2 vdk noire;13;1;75;7;;1;G;55;
1280;Komodo;mojito party;0x;M3;1;verre Weizenbeer/facon mojito;12;1;75;7;;1;M;3;
1281;BeyBlade (-16ans!!);Mocktail;0x;A78;1;verre strier ;10;1;100;8;;1;A;78;
1282;Perdolan;pharmacocktailerie;0x;C47;1;verre cognac ;12;1;50;6;;1;C;47;
1283;Epidemie de vaginite;les anecdotiques;0x;V73;1;verre ananas;13;1;50;4;;1;V;73;
1284;Stranger jackpot;beertails;0x;N35;1;verre bagarre/2 s framboise+15 mix z2q+2 razz+limonade+dsp retournee ;15;1;200;13;;1;N;35;
1285;Willy Butcher ;beertails;0x;N36;1;verre bagarre/2 s bubble gum+15 mix z2q+2razz+limonade+dsp retournee ;15;1;200;13;;1;N;36;
1286;Walbanie beer;beertails;0x;N37;1;verre bagarre/2 s cerise +15 mix z2q+ 2razz+coca 0+qdc triple retournee ;15;1;200;13;;1;N;37;
1287;Small Long island ice tea 25cl;after-workers;0x;F0C;1;verre after 25cl;7,5;1;35;3;;1;F;0;C
1515;Gossip Girls ;films & series incontournables;0x;D48;1;verre bartender/mélanger vigoureusement ;13;1;50;4;;1;D;48;
1289;5L sangria maison et fruits en jerricane;les softs, bieres, vins,...;0x;A2U;1;;50;1;150;9;;1;A;2;U
1290;mix margarita litre;mixture;0x;Z2A;0;f14 10cl;30;1;100;10;;0;Z;2;A
1291;mixLongisland ice tea litre(f1);mixture;0x;Z2Q;0;"10cl

ajouter gin dans certains (f1, n34,...)

base pour f1, v25, n35, n36, n37, n13, n17";30;1;100;10;;1;Z;2;Q
1292;verre de vin ;;0x;A2I;1;;6;1;65;5;;0;A;2;I
1293;bouteille de Martini Bellini;les softs, bieres, vins,...;0x;A2J;1;;30;1;150;9;;0;A;2;J
1294;Tournai plage;beertails N.A.;0x;N0;1;verre carre;13;1;100;8;;1;N;0;
1295;Biteman et Roburn;beertails N.A.;0x;N0A;1;verre pyramide+bt biere retournee ;13;1;100;8;;1;N;0;A
1296;Fashion victime;beertails N.A.;0x;N0B;1;verre carre;13;1;100;8;;1;N;0;B
1297;american history X;mojito party;0x;M53;1;verre organique-monster/facon mojito;15;1;75;7;;1;M;53;
1298;Minions;beertails;0x;N38;1;verre carre/retourner la biere dans le verre ;13;1;200;13;;1;N;38;
1299;Thanato Girl;vodkaterie;0x;H2;1;verre palladio;13;1;50;4;;1;H;2;
1300;Poupette;beertails;0x;N39;1;verre bagarre/biere retournee;15;1;200;13;;1;N;39;
1301;Maboule palace;pharmacocktailerie;0x;C6;1;verre cabernet/bien mélanger ;12;1;65;5;;1;C;6;
1302;Cobayiste;vodkaterie;0x;H19;1;verre bartender ;12;1;65;5;;1;H;19;
1303;Enoteca Gaurain RX;bonnes adresses;0x;X20;1;verre palladio/facon colada/dans shaker 8cl mix Z2o(colada)+3 vodka+3 triple sec+jus ananas+jus banane+shaker fort+2 pisang;13;1;50;4;;1;X;20;
1304;dark material;films & series incontournables;0x;D92;1;verre organique/monster ;15;1;75;7;;1;D;92;
1305;Papoy;les anecdotiques;0x;V60;1;verre weizenbeer ;12;1;75;7;;1;V;60;
1306;Poubelle la vie ;rhumerie;0x;I14;1;verre tiki gd ;12;1;65;5;;1;I;14;
1307;Beuleuleu;signature;0x;B54;1;verre coupe a glace ;12;1;65;5;;1;B;54;
1308;Simple Minds;culturalisation;0x;Y32;1;;12;1;65;5;;1;Y;32;
1309;Culture club ;culturalisation;0x;Y33;1;;12;1;65;5;;1;Y;33;
1310;Belgium  ;after-wokers sa;0x;A0A;1;verre after 33cl;7,5;1;35;3;;1;A;0;A
1311;Pinatralala;after-workers sa;0x;A0F;1;verre after 33cl/shaker + cerise facon coladal;7,5;1;35;3;;1;A;0;F
1312;Slipknot;culturalisation;0x;Y46;1;15cl mix Z2a(mix razz)+2cl L.litchis+1 limonade+bulles;15;1;75;7;;1;Y;46;
1313;mixH3;mixture;0x;Z2R;0;"h3:2v red+8mix+energy+cava

b37: 2s violette+8mix+energy+cava";25;1;100;10;;0;Z;2;R
1314;Chubaka;bulles;0x;G22;1;verre Monster;15;1;75;7;;1;G;22;
1315;Jabba le Hutt;bulles;0x;G31;1;verre fist/5 mix tgv;15;1;75;7;;1;G;31;
1316;Planteur spacial;rhumerie;0x;I67;1;verre monster;15;1;75;7;;1;I;67;
1317;Erik Truffaz;culturalisation;0x;Y7;1;;13;1;50;4;;1;Y;7;
1318;mixRAZZ litre;mixture;0x;Z2J;0;10 mix Z2j+paradise + 2 l curacao bleu ;30;1;100;10;;1;Z;2;J
1319;mixU14 litre;mixture;0x;Z2T;0;u14: 10xl mixture + 5cl mixture tgv+limonade;30;1;100;10;;0;Z;2;T
1320;mixB91 litre;mixture;0x;Z2U;0;b91: 10cl mixture+3cl mix lime+jus peche+2cl kraken;25;1;100;10;;0;Z;2;U
1321;Chez jannine Huy;bonnes adresses;0x;X12;1;verre palladio;13;1;50;4;;1;X;12;
1322;Bibiteros dans sa gourde zizi (inclus);les anecdotiques;0x;V11;1;servir dans gourde bibite prix achat htva 5euro;20;1;50;6;;1;V;11;
1323;Bondage dog;Oompa LoOmpa;0x;F39;1;verre margarita ;12;1;35;3;;1;F;39;
1324;Spawn et s'paunette;bonheur en concentré;0x;T42;1;verre a margarita et 1 shooter jager ;12;1;65;5;;1;T;42;
1325;On se met bien;mojito party;0x;N4B;1;verre pyramide/facon mojito;13;1;75;7;;1;N;4;B
1326;On s'acheve;bonheur en concentré;0x;T44;1;verre palladio;13;1;50;4;;1;T;44;
1327;Vortex;bonheur en concentré;0x;T45;1;verre monster /10 mix Z2s(b86)+monster+2 l cerise+ monster+2 vdk noire ;15;1;75;7;;1;T;45;
1353;Buckeuze;vodkaterie;0x;H30;1;verre bartender ;12;1;65;5;;1;H;30;
1329;Lady Boyz;bonheur en concentré;0x;T46;1;verre tiki pt/decorer piment eventre ;12;1;50;6;;1;T;46;
1330;Moque Danoff;bonheur en concentré;0x;T47;1;verre fist ;15;1;75;7;;1;T;47;
1331;La bagarre ;beertails;0x;N41;1;verre bagarre/13mix z2q+limonade+2 CL GIN+2 curacao+dsp retournee;15;1;200;13;;1;N;41;
1332;Haxan city;freaky;0x;L43;1;verre bocal;15;1;50;4;;1;L;43;
1333;Oompa LoOmpa;bonheur en concentré;0x;T48;1;verre cognac/3 pipettes absynthe ;12;1;50;6;;1;T;48;
1334;Natuurlijk;bonheur en concentré;0x;T49;1;verre E18;12;1;65;5;;1;T;49;
1335;Mama JoJo;bonheur en concentré;0x;T50;1;verre coupe plate ;13;1;50;4;;1;T;50;
1336;Coptail;bulles;0x;G53;1;verre weizenbeer ;13;1;75;7;;1;G;53;
1337;Bite au vent ;bulles;0x;G54;1;verre fist ;15;1;75;7;;1;G;54;
1338;Geneve;bonnes adresses;0x;Q16;1;verre chimiste ;13;1;50;6;;1;Q;16;
1339;Reims;bulles;0x;G48;1;verre weizenbeer/3 pipettes absynthe;15;1;75;7;;1;G;48;
1340;Snoop dog;bonheur en concentré;0x;U18;1;verre chimiste ;15;1;50;4;;1;U;18;
1341;Dark soul;beertails;0x;N14;1;verre bagarre/biere retournee;15;1;200;13;;1;N;14;
1342;Bondage  ;beertails;0x;N15;1;verre bagarre/15 mix Z2h+2 s orgeat+limonade+dsp retournee;15;1;200;13;;1;N;15;
1343;Berserker;beertails;0x;N42;1;verre bagarre/;12;1;200;13;;1;N;42;
1344;Quokka;Sweety;0x;S33;1;verre E18/bonbon bite + vagin;15;1;50;6;;1;S;33;
1345;Anis-cotine;bonheur en concentré;0x;U22;1;verre' cognac;15;1;50;6;;1;U;22;
1346;3 de Qi;Sweety;0x;S34;1;verre weizenbeer/bonbon vagin sur paille;15;1;75;7;;1;S;34;
